순위,도서번호,도서명,링크,저자,출판사,출판일,판매가,정가,할인율,판매지수
658,190274645,디지털 금융 보안과 데이터 거버넌스,https://www.yes24.com/product/goods/190274645,"이기혁, 장항배",진한엠앤비,2026년 06월,"23,750","25,000",5%,72
659,190271690,실전 50개 프로젝트로 배우는 바이브 코딩,https://www.yes24.com/product/goods/190271690,김선철 저/AI 저(AI생성),BOOKK(부크크),2026년 05월,"26,600","26,600",,156
660,190271633,스마트한 시니어를 위한 엑셀과 파워포인트 흑백판,https://www.yes24.com/product/goods/190271633,차혜원,BOOKK(부크크),2026년 05월,"20,000","20,000",,330
661,190210830,AI와 과학관,https://www.yes24.com/product/goods/190210830,"손성근, 김민환, 김상우",커뮤니케이션북스,2026년 05월,"12,000","12,000",,"1,521"
662,189850864,크리에이터 김연지의 돈 되는 AI 콘텐츠 설계,https://www.yes24.com/product/goods/189850864,김연지,한빛비즈,2026년 05월,"18,000","20,000",10%,"1,362"
663,189821967,AI를 이기는 개발자 커리어 관리 가이드,https://www.yes24.com/product/goods/189821967,강승현,제이펍,2026년 06월,"21,600","24,000",10%,372
664,189522258,AI로 나만의 3D 애니메이션 만들기,https://www.yes24.com/product/goods/189522258,김희령,로드북,2026년 05월,"24,300","27,000",10%,456
665,189439422,비전공자를 위한 네트워크 기초,https://www.yes24.com/product/goods/189439422,백지석,BOOKK(부크크),2026년 05월,"20,000","20,000",,72
666,189438793,하나면 다 된다 제미나이,https://www.yes24.com/product/goods/189438793,앤미디어,성안당,2026년 05월,"20,700","23,000",10%,618
667,189238126,데이터 분석 오답 노트,https://www.yes24.com/product/goods/189238126,"주정민, 허현",영진닷컴,2026년 05월,"22,500","25,000",10%,258
668,189212974,나는 왜 개발자 말이 어려울까?,https://www.yes24.com/product/goods/189212974,이프로,경이로움,2026년 05월,"19,800","22,000",10%,498
669,189045142,매출을 만드는 데이터 분석 with 챗GPT,https://www.yes24.com/product/goods/189045142,조선미,길벗,2026년 05월,"28,800","32,000",10%,324
670,189007418,"AI, 글쓰기, 저작권",https://www.yes24.com/product/goods/189007418,정지우,마름모,2026년 05월,"10,800","12,000",10%,681
671,188906223,코어 스테이블코인,https://www.yes24.com/product/goods/188906223,"박재현, 박지수",한빛미디어,2026년 05월,"21,600","24,000",10%,780
672,188880177,LangGraph로 만드는 AI 에이전트 서비스,https://www.yes24.com/product/goods/188880177,"전상우, 정영훈, 서평원, 이정훈, 이민혁",성안당,2026년 05월,"26,100","29,000",10%,678
673,188831261,AI디톡스,https://www.yes24.com/product/goods/188831261,정강재,BOOKK(부크크),2026년 04월,"21,600","21,600",,144
674,188601208,내 손안에 일상이 되는 ChatGPT&Gemini,https://www.yes24.com/product/goods/188601208,"김아진, 윤이음",예문랩,2026년 05월,"13,500","15,000",10%,210
675,188270269,그림으로 배우는 리눅스,https://www.yes24.com/product/goods/188270269,카와노 고토부키 저/김성훈 역,영진닷컴,2026년 05월,"18,000","20,000",10%,270
676,188253761,클린 아키텍처 with 파이썬,https://www.yes24.com/product/goods/188253761,샘 킨 저/송영숙 역,한빛미디어,2026년 04월,"29,700","33,000",10%,240
677,187927604,AI와 청소년 윤리 교육,https://www.yes24.com/product/goods/187927604,고정아,커뮤니케이션북스,2026년 04월,"12,000","12,000",,162
678,187593533,Access(액세스) VBA 길잡이,https://www.yes24.com/product/goods/187593533,김중광,다솜출판사,2024년 04월,"26,100","29,000",10%,84
679,187309716,STATA를 활용한 정책평가,https://www.yes24.com/product/goods/187309716,"우석진, 김도형",지필출판사(지필미디어),2026년 04월,"34,000","34,000",,222
680,187307360,다시 찾는 디지털 서비스를 만드는 8가지 법칙,https://www.yes24.com/product/goods/187307360,권혜민,제이펍,2026년 04월,"18,000","20,000",10%,324
681,187050404,피지컬 AI와 에이전틱 AI가 바꾸는 미래,https://www.yes24.com/product/goods/187050404,"권오형, 최재용, 김보성, 김은희, 김재연 저 외 6명
                                        
정보 더 보기/감추기



권오형
최재용
김보성
김은희
김재연
나병인
유채린
임기정
차승희
최소은
김진선",미디어북,2026년 04월,"20,000","20,000",,"1,002"
682,186936120,바이브 코딩 항해일지,https://www.yes24.com/product/goods/186936120,동준상,에이콘출판사,2026년 04월,"25,200","28,000",10%,342
683,186686870,7일 단기 완성 해킹 입문,https://www.yes24.com/product/goods/186686870,"노미조 노미조, 심중은",제이펍,2026년 04월,"25,200","28,000",10%,561
684,186675967,제미나이(Gemini) 재미나게 활용하기,https://www.yes24.com/product/goods/186675967,"강신진, 서완석, 오정택",BOOKK(부크크),2026년 04월,"18,300","18,300",,492
685,186141317,"AI시대, 스토리텔링의 재탄생",https://www.yes24.com/product/goods/186141317,김태원,파람북,2026년 04월,"17,100","19,000",10%,960
686,185767661,코지마 히데오의 게임론,https://www.yes24.com/product/goods/185767661,브라이언 히카리 하츠하임 저/문성호 역,AK(에이케이 커뮤니케이션즈),2026년 04월,"20,710","21,800",5%,300
687,185721925,"그냥 따라하다 배우는, 나노바나나 100선",https://www.yes24.com/product/goods/185721925,이재용,비엘북스,2026년 04월,"19,800","22,000",10%,948
688,185639310,혼자 해도 프로 선생님처럼 잘 만드는 학교 수업 자료 with 미리캔버스,https://www.yes24.com/product/goods/185639310,"김태훈, 손민지, 유수근",한빛미디어,2026년 04월,"20,700","23,000",10%,678
689,185523191,프롬프트 지옥에서 탈출하는 Claude Code 개발 자동화 시스템,https://www.yes24.com/product/goods/185523191,"박현일, 조용현",BOOKK(부크크),2026년 03월,"37,000","37,000",,198
690,185472118,콘텐츠 디자인 with 나노 바나나,https://www.yes24.com/product/goods/185472118,홍순성,한빛미디어,2026년 04월,"25,200","28,000",10%,630
691,184642019,입상 교사만 아는 아무도 말해주지 않은 디지털교육연구대회 1등급의 비밀,https://www.yes24.com/product/goods/184642019,강인성,앤써북,2026년 04월,"15,120","16,800",10%,660
692,184510723,Play! SOLIDWORKS 솔리드웍스 2026 Master,https://www.yes24.com/product/goods/184510723,원동현,청담북스,2026년 03월,"33,250","35,000",5%,150
693,184510719,투닝,https://www.yes24.com/product/goods/184510719,김은지 등,문화출판더하다,2026년 03월,"19,800","22,000",10%,84
694,184402617,예제가 가득한 제미나이 길라잡이,https://www.yes24.com/product/goods/184402617,이승우,정보문화사,2026년 04월,"15,120","16,800",10%,936
695,184272211,랭체인으로 구현하는 AI 서비스 & 에이전트 개발 입문,https://www.yes24.com/product/goods/184272211,ML_Bear 저/손민규 역/장하렴 감수,영진닷컴,2026년 04월,"25,200","28,000",10%,450
696,183794163,스프링 부트 4 개발자 되기 + AI : 자바 편,https://www.yes24.com/product/goods/183794163,신선영,골든래빗,2026년 04월,"30,600","34,000",10%,738
697,183754093,모두를 위한 진짜 쎈 바이브 코딩 with 인스타그램 클론 코딩,https://www.yes24.com/product/goods/183754093,"전병우 저/박윤철, 노마드코알라 감수",리코멘드,2026년 04월,"25,200","28,000",10%,918
698,183753179,누구나 쉽게 배우는 영상 편집 with 캡컷 PC 버전,https://www.yes24.com/product/goods/183753179,김수진,아티오,2026년 04월,"12,600","14,000",10%,522
699,183747150,맛있는 디자인 프리미어 프로 CC 2026,https://www.yes24.com/product/goods/183747150,"심수진, 윤성우",한빛미디어,2026년 04월,"24,300","27,000",10%,972
700,183706883,네이버 블로그 첫걸음,https://www.yes24.com/product/goods/183706883,전진수,혜지원,2026년 03월,"15,300","17,000",10%,876
701,183072607,30가지 예제로 따라 하며 배우는 ComfyUI 클라우드,https://www.yes24.com/product/goods/183072607,"여승호, 신무경",제이펍,2026년 03월,"19,800","22,000",10%,"1,104"
702,182958115,"된다! 제미나이, 클로드, 챗GPT AI 챗봇 만들기",https://www.yes24.com/product/goods/182958115,"이재윤, 정해준",이지스퍼블리싱,2026년 03월,"18,900","21,000",10%,"3,756"
703,182929521,인과 데이터 사이언스,https://www.yes24.com/product/goods/182929521,이석민,법문사,2026년 02월,"30,000","30,000",,300
704,182892802,AI 시대의 IT 로컬라이제이션,https://www.yes24.com/product/goods/182892802,"정성희, 오오코시 히토미",커뮤니케이션북스,2026년 03월,"12,000","12,000",,174
705,182813489,30일 완성 제미나이 업무 혁명,https://www.yes24.com/product/goods/182813489,AI싱크클럽(이재만),루비페이퍼,2026년 04월,"23,400","26,000",10%,"1,068"
706,182476796,생성형 AI 시대 수학 교육,https://www.yes24.com/product/goods/182476796,"유주연, 정민주",커뮤니케이션북스,2026년 03월,"12,000","12,000",,222
707,182457817,GPT-5와 ChatGPT로 시작하는 멀티모달 AI 프로그래밍 실전 입문,https://www.yes24.com/product/goods/182457817,후루카와 히데카즈 저/최용 역,위키북스,2026년 03월,"28,800","32,000",10%,210
708,182413407,A2A × MCP 멀티에이전트 오케스트레이션 실전,https://www.yes24.com/product/goods/182413407,서지영,길벗,2026년 03월,"29,700","33,000",10%,"1,044"
709,181819691,상업용 AI 음악제작,https://www.yes24.com/product/goods/181819691,최이진,노하우(도서출판),2026년 03월,"29,700","33,000",10%,378
710,181126230,피지컬 AI 컴퓨팅 모빌리티 기초동작 편,https://www.yes24.com/product/goods/181126230,"김석진, 박경민, 신승호, 김학진",골든벨,2026년 03월,"28,500","30,000",5%,198
711,181114947,가상 면접 사례로 배우는 생성형 AI 서비스 설계,https://www.yes24.com/product/goods/181114947,"알리 아미니안, 하오 성 저/김지호, 조윤민 역",인사이트(insight),2026년 03월,"30,600","34,000",10%,"1,002"
712,181001457,아두이노제어 with generative AI,https://www.yes24.com/product/goods/181001457,장인갑,내하출판사,2026년 03월,"20,000","20,000",,90
713,180485366,안티그래비티 바이브 코딩 입문,https://www.yes24.com/product/goods/180485366,박규하,로드북,2026년 03월,"22,500","25,000",10%,"1,950"
714,180386716,AI 워커스: 리디자인,https://www.yes24.com/product/goods/180386716,김아람,스마트북스,2026년 03월,"22,500","25,000",10%,"1,242"
715,180335965,Security Guide 2026 (V.21) - 공격용 AI vs 방어용 AI,https://www.yes24.com/product/goods/180335965,편집부,(주)화산미디어,2026년 02월,"28,500","30,000",5%,402
716,180335619,요즘 직장인을 위한 실무 보고서 작성 비법,https://www.yes24.com/product/goods/180335619,김태영,시프트,2026년 03월,"18,000","20,000",10%,"2,424"
717,180162710,5분 제미나이,https://www.yes24.com/product/goods/180162710,오종현,한빛미디어,2026년 02월,"21,600","24,000",10%,"2,286"
718,180158155,슬기로운 교사 생활 구글 클래스룸 수업 활용법,https://www.yes24.com/product/goods/180158155,유수근,골든래빗,2026년 03월,"24,120","26,800",10%,"1,158"
719,180138780,C++로 배우는 자료구조 및 알고리즘,https://www.yes24.com/product/goods/180138780,Frank M. Carrano 저 / 송하윤 등역,프로텍미디어,2026년 02월,"44,000","44,000",,108
720,179607096,가장 쉬운 AI 앱 빌더 DIfy 실무 가이드,https://www.yes24.com/product/goods/179607096,오노 사토시 저/두발타고 역,AK(에이케이 커뮤니케이션즈),2026년 02월,"40,850","43,000",5%,240
721,179605419,"문제 해결의 힘, 컴퓨팅 사고력",https://www.yes24.com/product/goods/179605419,한옥영,성균관대학교출판부(SKKUP),2026년 02월,"25,000","25,000",,108
722,178728913,"세상을 복제하는 공장, Physical AI 데이터팩토리",https://www.yes24.com/product/goods/178728913,손병희,꾸그티처스,2026년 02월,"13,500","15,000",10%,606
723,178420804,요즘 디자인을 위한 포토샵 & 일러스트레이터 (큰글자책),https://www.yes24.com/product/goods/178420804,서영열,시프트,2026년 02월,"85,000","85,000",,72
724,178332725,누구나 쉽게 따라 하는 디지털 & AI,https://www.yes24.com/product/goods/178332725,"이정화, 남호정, 최상국, 하나",디지털콘텐츠그룹,2026년 02월,"16,200","18,000",10%,642
725,178093876,인벤터 설계,https://www.yes24.com/product/goods/178093876,"홍성기, 강민정",성안당,2026년 02월,"24,300","27,000",10%,156
726,177855321,포지션으로 읽는 리그오브레전드,https://www.yes24.com/product/goods/177855321,홍승표,가나북스,2026년 03월,"21,600","24,000",10%,390
727,177293894,내 코드가 불안한 개발자를 위한 좋은 코드의 기준,https://www.yes24.com/product/goods/177293894,모리 아츠시 저/안동현 역,프리렉,2026년 02월,"22,500","25,000",10%,216
